journal_name,title,authors_raw,publication_date,year,doi,url,abstract,n_authors,citations,views,downloads,n_references,topic_label
Big Data and Cognitive Computing,Efficient Data Augmentation Methods for Crop Disease Recognition in Sustainable Environmental Systems,"Lee, Saebom; Lee, Sokjoon",2025/1,2025,10.3390/bdcc9010008,https://www.mdpi.com/2504-2289/9/1/8,"Crop diseases significantly threaten agricultural productivity, leading to unstable food supply and economic losses. The current approaches to automated crop disease recognition face challenges such as limited datasets, restricted coverage of disease types, and inefficient feature extraction, which hinder their generalization across diverse crops and disease patterns. To address these challenges, we propose an efficient data augmentation method to enhance the performance of deep learning models for crop disease recognition. By constructing a new large-scale dataset comprising 24 different classes, including both fruit and leaf samples, we intend to handle a variety of disease patterns and improve model generalization capabilities. Geometric transformations and color space augmentation techniques are applied to validate the efficiency of deep learning models, specifically convolution and transformer models, in recognizing multiple crop diseases. The experimental results show that these augmentation techniques improve classification accuracy, achieving F1 scores exceeding 98%. Feature map analysis further confirms that the models effectively capture key disease characteristics. This study underscores the importance of data augmentation in developing automated, energy-efficient, and environmentally sustainable crop disease detection solutions, contributing to more sustainable agricultural practices. Keywords: big data; data augmentation; sustainable agriculture; multiclass crop dataset; visualization; green technologies",2,NA,NA,0,40,Machine Learning
Big Data and Cognitive Computing,Topic Analysis of the Literature Reveals the Research Structure: A Case Study in Periodontics,"Galli, Carlo; Colangelo, Maria Teresa; Meleti, Marco; Guizzardi, Stefano; Calciolari, Elena",2025/1,2025,10.3390/bdcc9010007,https://www.mdpi.com/2504-2289/9/1/7,"Periodontics is a complex field characterized by a constantly growing body of research, which poses a challenge for researchers and stakeholders striving to stay abreast of the evolving literature. Traditional bibliometric surveys, while accurate, are labor-intensive and not scalable to meet the demands of such rapidly expanding domains. In this study, we employed BERTopic, a transformer-based topic modeling framework, to map the thematic landscape of periodontics research published in MEDLINE from 2009 to 2024. We identified 31 broad topics encompassing four major thematic axes—patient management, periomedicine, oral microbiology, and implant-related surgery—thereby illuminating core areas and their semantic relationships. Compared with a conventional Latent Dirichlet Allocation (LDA) approach, BERTopic yielded more contextually nuanced clusters and facilitated the isolation of distinct, smaller research niches. Although some documents remained unlabeled, potentially reflecting either semantic ambiguity or niche topics below the clustering threshold, our results underscore the flexibility, interpretability, and scalability of neural topic modeling in this domain. Future refinements—such as domain-specific embedding models and optimized granularity levels—could further enhance the precision and utility of this method, ultimately guiding researchers, educators, and policymakers in navigating the evolving landscape of periodontics. Keywords: periodontics; trending topics; natural language processing; deep learning; artificial intelligence",5,NA,NA,0,87,Machine Learning
Big Data and Cognitive Computing,A Recursive Attribute Reduction Algorithm and Its Application in Predicting the Hot Metal Silicon Content in Blast Furnaces,"Li, Zhanqi; Cheng, Pan; Yin, Linzi; Guan, Yuyin",2025/1,2025,10.3390/bdcc9010006,https://www.mdpi.com/2504-2289/9/1/6,"For many complex industrial applications, traditional attribute reduction algorithms are often inefficient in obtaining optimal reducts that align with mechanistic analyses and practical production requirements. To solve this problem, we propose a recursive attribute reduction algorithm that calculates the optimal reduct. First, we present the notion of priority sequence to describe the background meaning of attributes and evaluate the optimal reduct. Next, we define a necessary element set to identify the “individually necessary” characteristics of the attributes. On this basis, a recursive algorithm is proposed to calculate the optimal reduct. Its boundary logic is guided by the conflict between the necessary element set and the core attribute set. The experiments demonstrate the proposed algorithm’s uniqueness and its ability to enhance the prediction accuracy of the hot metal silicon content in blast furnaces. Keywords: attribute reduction; priority sequence; recursive algorithm; silicon content",4,NA,NA,0,23,Machine Learning
Big Data and Cognitive Computing,Training Neural Networks with a Procedure Guided by BNF Grammars,"Tsoulos , Ioannis G.; Charilogis, Vasileios",2025/1,2025,10.3390/bdcc9010005,https://www.mdpi.com/2504-2289/9/1/5,"Artificial neural networks are parametric machine learning models that have been applied successfully to an extended series of classification and regression problems found in the recent literature. For the effective identification of the parameters of the artificial neural networks, a series of optimization techniques have been proposed in the relevant literature, which, although they present good results in many cases, either the optimization method used is not efficient and the training error of the network is trapped in sub-optimal values, or the neural network exhibits the phenomenon of overfitting which means that it has poor results when applied to data that was not present during the training. This paper proposes an innovative technique for constructing the weights of artificial neural networks based on appropriate BNF grammars, used in the evolutionary process of Grammatical Evolution. The new procedure locates an interval of values for the parameters of the artificial neural network, and the optimization method effectively locates the network parameters within this interval. The new technique was applied to a wide range of data classification and adaptation problems covering a number of scientific areas and the experimental results were more than promising. Keywords: neural networks; genetic algorithms; grammatical evolution; evolutionary algorithms",2,NA,NA,0,113,Machine Learning
Big Data and Cognitive Computing,Face-to-Face Interactions Estimated Using Mobile Phone Data to Support Contact Tracing Operations,"Cumbane, Silvino Pedro; Gidófalvi, Gyözö; Cossa, Osvaldo Fernando; Júnior, Afonso Madivadua; Sousa, Nuno; Branco, Frederico",2025/1,2025,10.3390/bdcc9010004,https://www.mdpi.com/2504-2289/9/1/4,"Understanding people’s face-to-face interactions is crucial for effective infectious disease management. Traditional contact tracing, often relying on interviews or smartphone applications, faces limitations such as incomplete recall, low adoption rates, and privacy concerns. This study proposes utilizing anonymized Call Detail Records (CDRs) as a substitute for in-person meetings. We assume that when two individuals engage in a phone call connected to the same cell tower, they are likely to meet shortly thereafter. Testing this assumption, we evaluated two hypotheses. The first hypothesis—that such co-located interactions occur in a workplace setting—achieved 83% agreement, which is considered a strong indication of reliability. The second hypothesis—that calls made during these co-location events are shorter than usual—achieved 86% agreement, suggesting an almost perfect reliability level. These results demonstrate that CDR-based co-location events can serve as a reliable substitute for in-person interactions and thus hold significant potential for enhancing contact tracing and supporting public health efforts. Keywords: Call Detail Records (CDRs); co-location; face-to-face meetings; contact tracing; Mozambique",6,NA,NA,0,44,Estadística
Big Data and Cognitive Computing,DETEC-ADHD: A Data-Driven Web App for Early ADHD Detection Using Machine Learning and Electroencephalography,"Santarrosa-López, Ismael; Alor-Hernández, Giner; Bustos-López, Maritza; Hernández-Capistrán, Jonathan; Sánchez-Morales, Laura Nely; Sánchez-Cervantes, José Luis; Marín-Vega, Humberto",2025/1,2025,10.3390/bdcc9010003,https://www.mdpi.com/2504-2289/9/1/3,"Attention Deficit Hyperactivity Disorder (ADHD) diagnosis is often challenging due to subjective assessments and symptom variability, which can delay accurate detection and treatment. To address these limitations, this study introduces DETEC-ADHD, a web-based application that combines machine learning (ML) techniques with multi-source data to enhance diagnostic accuracy. Unlike traditional approaches, DETEC-ADHD primarily utilizes extensive personal, medical, and psychological information for its initial classification. DETEC-ADHD further refines diagnoses by identifying ADHD subtypes (inattentive, hyperactive, combined) through theta/beta wave ratio analysis from EEG data, offering neurophysiological insights that complement its classification process. Logistic Regression, selected for its validated accuracy and reliability, served as the ML model for the app. The case studies demonstrated DETEC-ADHD’s effectiveness, achieving 100% accuracy in children and 90% in adults. By integrating diverse data sources with real-time EEG analysis, DETEC-ADHD provides a scalable, cost-effective, and accessible solution for ADHD detection and subtype identification, addressing diagnostic challenges and supporting healthcare providers, particularly in resource-limited environments. Keywords: ADHD; EEG; machine learning; neurofeedback; wearables",7,NA,NA,0,58,Machine Learning
Big Data and Cognitive Computing,Integrating Social Relationships and Personality into MAS-Based Group Recommendations,"Monteserin, Ariel; Madsen, Daiana Elin; Godoy, Daniela; Schiaffino, Silvia",2025/1,2025,10.3390/bdcc9010001,https://www.mdpi.com/2504-2289/9/1/1,"Recommender systems aim to predict the preferences of users and suggest items of interest to them in various domains. While traditional recommendation techniques consider users as individuals, some approaches aim to satisfy the needs of a group of people. Multi-agent systems can be used to develop such recommendations, where multiple intelligent agents interact with each other to achieve a common goal, i.e., deciding which item to recommend. Particularly, negotiation techniques can be used to find a decision that aims at maximizing the satisfaction of all group members. The proposed approach introduces a multi-agent recommender system for a group of users by considering their personality traits, relationships and social interactions during the negotiation process that leads to the generation of recommendations. While traditional recommendation techniques do not take into account the effects of personality traits and relationships between individuals, our approach demonstrates that personality traits, especially personality types in the context of conflict management, and social relationships can significantly impact on the group recommendation. The results indicate that the opinion of an individual can be influenced when she is part of a group that cooperates towards a shared goal. Overall, the proposed approach shows that recommender systems can benefit from considering that factors. This work contributes to understanding the impact of personality traits and social relationships on group recommendations and suggests potential directions for future research. Keywords: group recommender systems; multi-agent systems; negotiation; personality traits; social relationships",4,NA,NA,0,46,Otros
Big Data and Cognitive Computing,Application of Symbolic Classifiers and Multi-Ensemble Threshold Techniques for Android Malware Detection,"Anđelić, Nikola; Baressi Šegota, Sandi; Mrzljak, Vedran",2025/2,2025,10.3390/bdcc9020027,https://www.mdpi.com/2504-2289/9/2/27,"Android malware detection using artificial intelligence today is a mandatory tool to prevent cyber attacks. To address this problem in this paper the proposed methodology consists of the application of genetic programming symbolic classifier (GPSC) to obtain symbolic expressions (SEs) that can detect if the android is malware or not. To find the optimal combination of GPSC hyperparameter values the random hyperparameter values search method (RHVS) method and the GPSC were trained using 5-fold cross-validation (5FCV). It should be noted that the initial dataset is highly imbalanced (publicly available dataset). This problem was addressed by applying various preprocessing and oversampling techniques thus creating a huge number of balanced dataset variations and on each dataset variation the GPSC was trained. Since the dataset has many input variables three different approaches were considered: the initial investigation with all input variables, input variables with high feature importance, application of principal component analysis. After the SEs with the highest classification performance were obtained they were used in threshold-based voting ensembles and the threshold values were adjusted to improve classification performance. Multi-TBVE has been developed and using them the robust system for Android malware detection was achieved with the highest accuracy of 0.98 was obtained. Keywords: Android malware detection; data preprocessing; genetic programming symbolic classifier; threshold based voting ensembles",3,NA,NA,0,28,Machine Learning
Big Data and Cognitive Computing,EmoBERTa-X: Advanced Emotion Classifier with Multi-Head Attention and DES for Multilabel Emotion Classification,"Labib, Farah Hassan; Elagamy, Mazen; Saleh, Sherine Nagy",2025/2,2025,10.3390/bdcc9020048,https://www.mdpi.com/2504-2289/9/2/48,"The rising prevalence of social media turns them into huge, rich repositories of human emotions. Understanding and categorizing human emotion from social media content is of fundamental importance for many reasons, such as improvement of user experience, monitoring of public sentiment, support for mental health, and enhancement of focused marketing strategies. However, social media text is often unstructured and ambiguous; hence, extracting meaningful emotional information is difficult. Thus, effective emotion classification needs advanced techniques. This article proposes a novel model, EmoBERTa-X, to enhance performance in multilabel emotion classification, particularly in informal and ambiguous social media texts. Attention mechanisms combined with ensemble learning, supported by preprocessing steps, help in avoiding issues such as class imbalance of the dataset, ambiguity in short texts, and the inherent complexities of multilabel classification. The experimental results on the GoEmotions dataset indicate that EmoBERTa-X has outperformed state-of-the-art models on fine-grained emotion-detection tasks in social media expressions with an accuracy increase of 4.32% over some popular approaches. Keywords: emotion classification; multilabel classification; multi-head attention; DES",3,NA,NA,0,45,Machine Learning
Big Data and Cognitive Computing,Reusing ML Models in Dynamic Data Environments: Data Similarity-Based Approach for Efficient MLOps,"Peixoto, Eduardo; Torres, Diogo; Carneiro, Davide; Silva, Bruno; Marques, Ruben",2025/2,2025,10.3390/bdcc9020047,https://www.mdpi.com/2504-2289/9/2/47,"The rapid integration of Machine Learning (ML) in organizational practices has driven demand for substantial computational resources, incurring both high economic costs and environmental impact, particularly from energy consumption. This challenge is amplified in dynamic data environments, where ML models must be frequently retrained to adapt to evolving data patterns. To address this, more sustainable Machine Learning Operations (MLOps) pipelines are needed for reducing environmental impacts while maintaining model accuracy. In this paper, we propose a model reuse approach based on data similarity metrics, which allows organizations to leverage previously trained models where applicable. We introduce a tailored set of meta-features to characterize data windows, enabling efficient similarity assessment between historical and new data. The effectiveness of the proposed method is validated across multiple ML tasks using the cosine and Bray–Curtis distance functions, which evaluate both model reuse rates and the performance of reused models relative to newly trained alternatives. The results indicate that the proposed approach can reduce the frequency of model retraining by up to 70% to 90% while maintaining or even improving predictive performance, contributing to more resource-efficient and sustainable MLOps practices. Keywords: MLOps; frugal AI; machine learning; meta-learning",5,NA,NA,0,22,Machine Learning
Big Data and Cognitive Computing,Who Will Author the Synthetic Texts? Evoking Multiple Personas from Large Language Models to Represent Users’ Associative Thesauri,"Bakaev, Maxim; Gorovaia, Svetlana; Mitrofanova, Olga",2025/2,2025,10.3390/bdcc9020046,https://www.mdpi.com/2504-2289/9/2/46,"Previously, it was suggested that the “persona-driven” approach can contribute to producing sufficiently diverse synthetic training data for Large Language Models (LLMs) that are currently about to run out of real natural language texts. In our paper, we explore whether personas evoked from LLMs through HCI-style descriptions could indeed imitate human-like differences in authorship. For this end, we ran an associative experiment with 50 human participants and four artificial personas evoked from the popular LLM-based services: GPT-4(o) and YandexGPT Pro. For each of the five stimuli words selected from university websites’ homepages, we asked both groups of subjects to come up with 10 short associations (in Russian). We then used cosine similarity and Mahalanobis distance to measure the distance between the association lists produced by different humans and personas. While the difference in the similarity was significant for different human associators and different gender and age groups, neither was the case for the different personas evoked from ChatGPT or YandexGPT. Our findings suggest that the LLM-based services so far fall short at imitating the associative thesauri of different authors. The outcome of our study might be of interest to computer linguists, as well as AI/ML scientists and prompt engineers. Keywords: machine learning; data augmentation; language models; ChatGPT; YandexGPT; text authorship; semantic similarity",3,NA,NA,0,52,IA Generativa
Big Data and Cognitive Computing,Impact on Classification Process Generated by Corrupted Features,"Moldovanu, Simona; Munteanu, Dan; Sîrbu, Carmen",2025/2,2025,10.3390/bdcc9020045,https://www.mdpi.com/2504-2289/9/2/45,"The topic of this study is the testing of the robustness of machine learning (ML) and neural network (NN) models with a new idea based on corrupted data. Typically, ML and NN classifiers are trained on real feature data; however, a portion of the features may be false, with noise, or incorrect. The undesired content was analyzed in eight experiments with false data, six with feature noise, and six with label noise. These tests were all conducted on the public Breast Cancer Wisconsin Dataset (BCWD). Throughout this, the false and noise data were gradually corrupted in a random way, generating new data and replacing raw features that belonged to the BCWD. Artificial Intelligence (AI) should be properly selected while categorizing different diseases using medical data. The Pearson correlation coefficient (PCC) applied between features monitored their correlation in each experiment, and a correlation matrix between both true and false features was used. Four machine learning (ML) algorithms—Random Forest (RF), XGBClassifier (XGB), K-Nearest Neighbors (KNN), and Support Vector Machine (SVM)—were used, as well as for the analysis of important features (IF) and the binary classification. The study was completed using three deep neural networks—a simple Deep Neural Network (DNN), a Convolutional Neural Network (CNN), and a Transformer Neural Network (TNN). In the context of a binary classification, the accuracy, F1-score, Area Under the Curve (AUC), and Matthews correlation coefficient (MCC) metrics of the performance of classification in malignant versus benign breast cancer (BC) was computed. The results demonstrated the robustness of some methods and the sensitivity of other machine learning algorithms in the context of corrupted data, computational cost, and hyperparameters optimization. Keywords: Breast Cancer Wisconsin Dataset; machine learning; deep learning; Pearson correlation coefficient; corrupted data",3,NA,NA,0,34,Machine Learning
